name,address,postalCode,city,zone,latitude,longitude,hours,phone,email,googleMapsUrl,storeUrl
Supermercado Arolo's,Rua do Eirô nº5,5100 - 550,Lamego,Viseu,41.039154,-7.816118,,,smercarolos.3889@amanhecer.pt,"https://www.google.com/maps?q=41.039154,-7.816118",
Supermercado Fresquinho XII,Avenida Aureliano Mira Fernandes nº11,7750 - 320,Mértola,Beja,37.642544,-7.659278,,,supermercfresquinho12.3888@amanhecer.pt,"https://www.google.com/maps?q=37.642544,-7.659278",
Mercearia Onda Limão São Gonçalo,"Rua Conde Carvalhal nº209, r/c",9060 - 014,Funchal,Ilha da Madeira,32.650032,-16.881753,,291 098 538,merondalimaosgoncalo.3886@amanhecer.pt,"https://www.google.com/maps?q=32.650032,-16.881753",
Mercearia Onda Limão Liceu,"Rua Bela S Tiago nº4, r/c A",9060 - 400,Funchal,Ilha da Madeira,32.64886,-16.901817,,291 098 344,merceondalimaoliceu.3885@amanhecer.pt,"https://www.google.com/maps?q=32.648860,-16.901817",
Mercearia Onda Limão Comboio,"Caminho do Comboio nº20, R/C A",9050 - 053,Funchal,Ilha da Madeira,32.655006,-16.909397,,291101763,merceondalimaocomboio.3884@amanhecer.pt,"https://www.google.com/maps?q=32.655006,-16.909397",
Sempre Cheio,Rua Leandro Quintas Neves nº119,4905 - 515,Viana do Castelo,Viana do Castelo,41.651157,-8.716684,,,semprecheio.3883@amanhecer.pt,"https://www.google.com/maps?q=41.651157,-8.716684",
Supermercado Frescos Maceira II,Calçada do Patrocínio nº2,2560 - 077,Torres Vedras,Lisboa,39.183468,-9.327888,,,smercmaceira2.3882@amanhecer.pt,"https://www.google.com/maps?q=39.183468,-9.327888",
Supermercado Frescos da Maceira,Rua José dos Santos Pereira nº50,2560 - 087,Torres Vedras,Lisboa,39.182393,-9.331471,,,smercmaceira1.3881@amanhecer.pt,"https://www.google.com/maps?q=39.182393,-9.331471",
Mercearia Palmeira,"Largo da Praça da Fonte nº53, R/C",2440 - 208,Batalha,Leiria,39.639993,-8.763362,,,merceariapalmeira.3880@amanhecer.pt,"https://www.google.com/maps?q=39.639993,-8.763362",
Mercearia Campo da Agonia,Avenida Campo do Castelo nº25,4900 - 359,Viana do Castelo,Viana do Castelo,41.690824,-8.836357,,,smerccampodaagonia.3879@amanhecer.pt,"https://www.google.com/maps?q=41.690824,-8.836357",
Maciel Supermercados - Carreira,"Rua de São Miguel nº382, R/C",4775 - 060,Barcelos,Braga,41.477344,-8.559123,,252081758,smercmaciel2.3878@amanhecer.pt,"https://www.google.com/maps?q=41.477344,-8.559123",
Supermercado Fresquinho XIII,Praça Padre Manuel Bernardes nº0,2825 - 359,Almada,Setúbal,38.640204,-9.340771,,,supermercfresquinho13.3877@amanhecer.pt,"https://www.google.com/maps?q=38.640204,-9.340771",
BOUTIQUE DA FRUTA,"Rua Gregório Lopes nº1523, RC Loja 2",1449 - 041,Lisboa,Lisboa,38.7113,-9.2128,,,boutiquedafruta.3876@amanhecer.pt,"https://www.google.com/maps?q=38.7113,-9.2128",
Minimercado Manuel,Rua das Conquistas de Abril nº39,7490 - 230,Mora,Évora,38.94289,-8.16549,,,minimercadomanuel.3874@amanhecer.pt,"https://www.google.com/maps?q=38.942890,-8.165490",
Mercadinho da Su,"Gil Vicente nº43, R/C esquerdo",6005 - 061,Castelo Branco,Castelo Branco,39.910951,-7.46417,,,mercadinhodasu.3872@amanhecer.pt,"https://www.google.com/maps?q=39.910951,-7.464170",
Mini Mercado Lima Limão,Estrada Nacional 9.2 nº19,2665 - 018,Mafra,Lisboa,39.18088,-9.25685,,,mmerclimalimao.3871@amanhecer.pt,"https://www.google.com/maps?q=39.18088,-9.25685",
Mercearia Económica,Rua Inácio de Sousa nº4 CV,1500 - 346,Lisboa,Lisboa,38.74498,-9.1813,,,merceariaeconomica.3870@amanhecer.pt,"https://www.google.com/maps?q=38.74498,-9.18130",
iDeal Mart,"Rua Calouste Gulbenkian, nº6 B",2135 - 263,Benavente,Santarém,38.9342,-8.8713,,,idealmart.3869@amanhecer.pt,"https://www.google.com/maps?q=38.9342,-8.8713",
Minimercado Deão,Rua Nova Quinta Deão nº67,9050 - 071,Funchal,Ilha da Madeira,32.6555,-16.91454,,291743841,mmercdeao.3867@amanhecer.pt,"https://www.google.com/maps?q=32.65550,-16.91454",
L D Supermercados,Rua Manuel Barbosa nº28,4560 - 187,Penafiel,Porto,41.125138,-8.369777,,255095940,ldsupermercados.3866@amanhecer.pt,"https://www.google.com/maps?q=41.125138,-8.369777",
Supermercado GI - Gambelas,Praceta António Vicente Campinas nº4,8005 - 214,Faro,Faro,37.04222,-7.970492,,289 821 683,smercgambelas.3865@amanhecer.pt,"https://www.google.com/maps?q=37.042220,-7.970492",
O Pitrolino,Rua 13 nº0,7400 - 207,Ponte de Sor,Portalegre,39.259276,-8.009038,,,opitrolino.3864@amanhecer.pt,"https://www.google.com/maps?q=39.259276,-8.009038",
Casa Morgado,Rua do Paço Velho nº25,3360 - 258,Penacova,Coimbra,40.29784,-8.16804,,239 456 493,casamorgado.3863@amanhecer.pt,"https://www.google.com/maps?q=40.29784,-8.16804",
Supermercado GI - Estoi,Rua de Faro nº7,8005 - 463,Faro,Faro,37.094193,-7.902181,,289071752,smercgiestoi.3862@amanhecer.pt,"https://www.google.com/maps?q=37.094193,-7.902181",
Supermercado GI - Conceição,Rua 25 de Abril nº6,8005 - 446,Faro,Faro,37.061048,-7.91862,,289801216,smercconceicao.3861@amanhecer.pt,"https://www.google.com/maps?q=37.061048,-7.918620",
Moinho Negro,Rua Cidade de Tomar nº6,2855 - 136,Seixal,Setúbal,38.639843,-9.156947,,,moinhonegro.3860@amanhecer.pt,"https://www.google.com/maps?q=38.639843,-9.156947",
Supermercado Lameirinhas,"Av. do Estádio Municipal nº6, R/C Esquerdo",6300 - 705,Guarda,Guarda,40.536901,-7.278599,,,supermerlameirinhas.3859@amanhecer.pt,"https://www.google.com/maps?q=40.536901,-7.278599",
Mercearia do Bairro ( Rio Maior),Rua Areias do Vale nº5 A,2040 - 087,Rio Maior,Santarém,39.331766,-8.925658,,,mercedobairroriomaior.3858@amanhecer.pt,"https://www.google.com/maps?q=39.331766,-8.925658",
Mercadinho da Marlene,Rua Gago Coutinho e Sacadura Cabral nº29,2430 - 757,Marinha Grande,Leiria,39.872736,-8.931722,,,mercadinhodamarlene.3855@amanhecer.pt,"https://www.google.com/maps?q=39.872736,-8.931722",
Mercearia Silva D´Aboim,nº637,4600 - 510,Amarante,Porto,41.319882,-8.060058,,petroboim@gmail.com,mercesilvadaboim.3852@amanhecer.pt,"https://www.google.com/maps?q=41.319882,-8.060058",
Mercearia e Cafetaria Dona Fina,Largo Igreja nº5,2540 - 431,Bombarral,Leiria,39.527221,-8.789682,,,mercearcafetdonafina.3851@amanhecer.pt,"https://www.google.com/maps?q=39.527221,-8.789682",
Minimercado Amorim,Rua de Paredes nº84,4740 - 142,Esposende,Braga,41.492671,-8.754936,,,mmercamorim.3849@amanhecer.pt,"https://www.google.com/maps?q=41.492671,-8.754936",
Minimercado Raposo,LARGO DO POVO nº13,7050 - 611,Montemor-o-Novo,Évora,38.871722,-8.889996,,,mmercraposo.3848@amanhecer.pt,"https://www.google.com/maps?q=38.871722,-8.889996",
Mini Mercado Da Vila II,Estrada Nacional 361 nº26,2530 - 470,Lourinhã,Lisboa,39.24841,-9.22407,,,mmercdavila2.3847@amanhecer.pt,"https://www.google.com/maps?q=39.24841,-9.22407",
Mini Mercado da Vila,Rua do Meio nº20,2530 - 494,Lourinhã,Lisboa,39.247113,-9.222297,,,mmercdavila.3846@amanhecer.pt,"https://www.google.com/maps?q=39.247113,-9.222297",
Super da Terrugem,Avenida 29 de Agosto nº22,2705 - 869,Sintra,Lisboa,38.840163,-9.37357,,,superdaterrugem.3844@amanhecer.pt,"https://www.google.com/maps?q=38.840163,-9.373570",
Espiral de Frescos II,Rua Principal nº91,2500 - 796,Caldas da Rainha,Leiria,39.4314,-9.0116,,,espiraldefrescos2.3842@amanhecer.pt,"https://www.google.com/maps?q=39.4314,-9.0116",
Mercearia D' Vila,Rua Pinto de Melo nº32,7920 - 390,Alvito,Beja,38.288228,-8.037403,,,merceadvila.3839@amanhecer.pt,"https://www.google.com/maps?q=38.288228,-8.037403",
Mercearia São Tiago,"Rua Direita nº16, R/C",2460 - 492,Alcobaça,Leiria,39.515183,-8.972069,,,mercsaotiago.3835@amanhecer.pt,"https://www.google.com/maps?q=39.515183,-8.972069",
Supermercado Café O saloio,Santa Maria Madalena nº18,2040 - 011,Rio Maior,Santarém,39.419,-8.9073,,,smerccafeosaloio.3834@amanhecer.pt,"https://www.google.com/maps?q=39.4190,-8.9073",
Olímpia e Filhos,Rua do Reguengo nº14,3200 - 116,Lousã,Coimbra,40.12387,-8.26564,,239994000,olimpiaefilhos.3833@amanhecer.pt,"https://www.google.com/maps?q=40.12387,-8.26564",
Supermercado de Febres,Largo Florindo José Frota nº8,3060 - 318,Cantanhede,Coimbra,40.40029,-8.62878,,,smercdefebres.3832@amanhecer.pt,"https://www.google.com/maps?q=40.40029,-8.62878",
Triunfar II,"Rua de São João Novo nº325, R/C",4905 - 629,Viana do Castelo,Viana do Castelo,41.698602,-8.72259,,258082961,triunfar2.3831@amanhecer.pt,"https://www.google.com/maps?q=41.698602,-8.722590",
Supermercado Oliveira,Rua da praça nº4,6320 - 657,Sabugal,Guarda,40.356741,-6.95691,,,smercoliveira.3830@amanhecer.pt,"https://www.google.com/maps?q=40.356741,-6.956910",
Supermercado GI - Vilamoura,Caminho do Lago nº0 Urbanização Lago Azul,8125 - 453,Loulé,Faro,37.094717,-8.126767,,,smercgivilamoura.3829@amanhecer.pt,"https://www.google.com/maps?q=37.094717,-8.126767",
RM Costa Loja II,Rua da Paixão nº7,9600 - 083,Ribeira Grande,Ilha de São Miguel,37.815815,-25.581228,,,rmcosta2.3828@amanhecer.pt,"https://www.google.com/maps?q=37.815815,-25.581228",
RM Costa Loja I,Rua Nossa Senhora da Guia nº2 A,9600 - 153,Ribeira Grande,Ilha de São Miguel,37.814656,-25.579085,,,rmcosta1.3827@amanhecer.pt,"https://www.google.com/maps?q=37.814656,-25.579085",
RM Costa Loja IV,Rua Direita de Cima nº66,9600 - 221,Ribeira Grande,Ilha de São Miguel,37.812965,-25.534588,,,rmcosta4.3826@amanhecer.pt,"https://www.google.com/maps?q=37.812965,-25.534588",
Minimercado Campos & Companhia,Rua do cravalho nº4,2460 - 495,Alcobaça,Leiria,39.507793,-9.000446,,,camposcompanhia.3825@amanhecer.pt,"https://www.google.com/maps?q=39.507793,-9.000446",
Supermercado A Cooperativa,Largo da Cooperativa nº13,2250 - 232,Constância,Santarém,39.484803,-8.317139,,,smercacooperativa.3821@amanhecer.pt,"https://www.google.com/maps?q=39.484803,-8.317139",
Supermercado Lili,Rua Engenheiro Macedo Santos nº139,3420 - 202,Tábua,Coimbra,40.393087,-7.976179,,,supermercadolili.3820@amanhecer.pt,"https://www.google.com/maps?q=40.393087,-7.976179",
Supermercado Belita II,Rua Principal de Ponte de Vagos nº92,3840 - 326,Vagos,Aveiro,40.48112,-8.67159,,,supermercadobelita2.3818@amanhecer.pt,"https://www.google.com/maps?q=40.48112,-8.67159",
Super Teixoso,Rua Professora Filomena Alves Ribeiro nº0,6200 - 697,Covilhã,Castelo Branco,40.313842,-7.456864,,,superteixoso.3817@amanhecer.pt,"https://www.google.com/maps?q=40.313842,-7.456864",
O Mercado ( Venda Nova),Avenida Chaby Pinheiro nº2,2700 - 191,Amadora,Lisboa,38.7529,-9.2113,,,omercadovendanova.3815@amanhecer.pt,"https://www.google.com/maps?q=38.7529,-9.2113",
Super Casal de Cambra,Avenida de Lisboa nº94 A,2605 - 006,Sintra,Lisboa,38.80445,-9.2282,,,casaldecambra.3814@amanhecer.pt,"https://www.google.com/maps?q=38.80445,-9.22820",
Minimercado Cestinho de Compras,Rua Eng. João Magro Romão nº98,6060 - 557,Idanha-a-Nova,Castelo Branco,39.844688,-7.069624,,277427119,mmcestinhodecompras.3813@amanhecer.pt,"https://www.google.com/maps?q=39.844688,-7.069624",
Supermercado Tropical,Largo da Carvalha nº2,3570 - 029,Aguiar da Beira,Guarda,40.81726,-7.543768,,,smerctropical.3812@amanhecer.pt,"https://www.google.com/maps?q=40.81726,-7.543768",
Supermercado GI - Monte Gordo,Rua Pêro Vaz de Caminha nº22,8900 - 467,Vila Real de Santo António,Faro,37.181147,-7.453533,,,smercgimontegordo.3810@amanhecer.pt,"https://www.google.com/maps?q=37.181147,-7.453533",
Mercearia da Avenida,Avenida Professor Doutor Augusto Abreu Lopes nº55 B,2675 - 301,Odivelas,Lisboa,38.79487,-9.18329,,,merceariadaavenida.3809@amanhecer.pt,"https://www.google.com/maps?q=38.79487,-9.18329",
RM Costa Loja V,Travessa Padre João Furtado nº18,9560 - 117,Lagoa (São Miguel),Ilha de São Miguel,37.743829,-25.576584,,,rmcosta5.3808@amanhecer.pt,"https://www.google.com/maps?q=37.743829,-25.576584",
RM Costa - Armazém,Estrada Regional Km 8 nº19/21,9600 - 102,Ribeira Grande,Ilha de São Miguel,37.789965,-25.600516,,,rmcostaarmazem.3807@amanhecer.pt,"https://www.google.com/maps?q=37.789965,-25.600516",
O Mercado ( Benfica),Rua João Frederico Ludovice nº0 Mercado de Benfica Loja 5 e 10,1500 - 354,Lisboa,Lisboa,38.751046,-9.205801,,217649281,omercado.3806@amanhecer.pt,"https://www.google.com/maps?q=38.751046,-9.205801",
Mercearia Alvorada II,"Avenida Carapalha nº13, rch dto",6000 - 320,Castelo Branco,Castelo Branco,39.815556,-7.48466,,,merceariaalvorada2.3805@amanhecer.pt,"https://www.google.com/maps?q=39.815556,-7.484660",
Supermercado Ganha Pouco,Rua Visconde Alfredo César Lopes Vieira nº140,3240 - 690,Ansião,Leiria,39.947696,-8.482366,,,smercganhapouco.3803@amanhecer.pt,"https://www.google.com/maps?q=39.947696,-8.482366",
Supermercado & Talho do Parque,Avenida  Joaquim Agostinho parque de campismo,2560 - 521,Torres Vedras,Lisboa,39.115061,-9.361758,,,smerctalhodoparque.3802@amanhecer.pt,"https://www.google.com/maps?q=39.115061,-9.361758",
Supermercado O Camponês,Rua do Jardim nº13,3105 - 438,Pombal,Leiria,39.846748,-8.660094,,,smercocampones.3801@amanhecer.pt,"https://www.google.com/maps?q=39.846748,-8.660094",
Minimercado Central,Rua Alexandre Herculano nº11,3130 - 524,Soure,Coimbra,40.059106,-8.626479,,,minimercadocentral.3798@amanhecer.pt,"https://www.google.com/maps?q=40.059106,-8.626479",
Supermercado Belita,Travessa da Caneira nº34,3840 - 082,Vagos,Aveiro,40.4847,-8.69838,,,smercbelita.3797@amanhecer.pt,"https://www.google.com/maps?q=40.48470,-8.69838",
Supermercado A Cesta,Rua Dom Dinis nº4,6005 - 042,Castelo Branco,Castelo Branco,39.914709,-7.456867,,,supermercadoacesta.3796@amanhecer.pt,"https://www.google.com/maps?q=39.914709,-7.456867",
Amanhecer Valhelhas,Estrada Nacional 232 nº0,6200 - 235,Guarda,Guarda,40.406763,-7.403018,,,amanhecervalhelhas.3792@amanhecer.pt,"https://www.google.com/maps?q=40.406763,-7.403018",
Supermercado Jardim N&M,Rua da Amargura nº29,5070 - 262,Alijó,Vila Real,41.26754,-7.49995,,938134851,supermercjardimnem.3791@amanhecer.pt,"https://www.google.com/maps?q=41.26754,-7.49995",
Supermercado A Padeirinha,Largo António Bruno Patuleia nº92,2540 - 031,Bombarral,Leiria,39.2666,-9.1588,,,supermercapadeirinha.3789@amanhecer.pt,"https://www.google.com/maps?q=39.2666,-9.1588",
Cooperativa de Consumo Ervedalense,Rua Almirante Cândido dos Reis nº2,7480 - 289,Avis,Portalegre,39.04263,-7.812545,,,consumoervedalense.3784@amanhecer.pt,"https://www.google.com/maps?q=39.042630,-7.812545",
Super Cacia,"Rua de Stª Mafalda Sector 6, Lote 3 A nº0 Lote 3 A",3800 - 540,Aveiro,Aveiro,40.68141,-8.60011,,234103486,supercacia.3783@amanhecer.pt,"https://www.google.com/maps?q=40.68141,-8.60011",
Supermercado Carção,Rua 25 de Abril nº15,5230 - 124,Vimioso,Bragança,41.590615,-6.587627,,,supermercadocarcao.3781@amanhecer.pt,"https://www.google.com/maps?q=41.590615,-6.587627",
Armazém Grupo Fresquinho,Avenida 16 de Junho nº97,8670 - 440,Aljezur,Faro,37.370871,-8.799945,,,armgrupofresquinho.3779@amanhecer.pt,"https://www.google.com/maps?q=37.370871,-8.799945",
Ria Supermercado 2,Rua Professor Rómulo de Carvalho nº2,2700 - 893,Amadora,Lisboa,38.76997,-9.2287,,,supermercadoria2.3777@amanhecer.pt,"https://www.google.com/maps?q=38.76997,-9.22870",
Supermercado Cruzeiro,Rua Senhora da Abadia nº813,4750 - 063,Barcelos,Braga,41.567518,-8.610461,,253887156,supermerccruzeiro.3776@amanhecer.pt,"https://www.google.com/maps?q=41.567518,-8.610461",
Supermercado Fresquinho IX,Largo de Santo António nº11,7250 - 135,Alandroal,Évora,38.691478,-7.447293,,,supermercfresquinho9.3775@amanhecer.pt,"https://www.google.com/maps?q=38.691478,-7.447293",
Loja da Susana,Rua da Fonte Nova nº2,6005 - 193,Castelo Branco,Castelo Branco,39.988768,-7.446329,,,lojadasusana.3774@amanhecer.pt,"https://www.google.com/maps?q=39.988768,-7.446329",
Atrium Saloio II,Rua da Junta de Freguesia nº0 A,2640 - 335,Mafra,Lisboa,38.91792,-9.321581,,,atriumsaloio2.3773@amanhecer.pt,"https://www.google.com/maps?q=38.917920,-9.321581",
Supermercado dos Remédios,Rua dos Remédios nº121,1100 - 446,Lisboa,Lisboa,38.71293,-9.126164,,,supermercdosremedios.3772@amanhecer.pt,"https://www.google.com/maps?q=38.712930,-9.126164",
Supermercado Velosa,"Rua da Igreja nº10, r/c",9230 - 100,Santana,Ilha da Madeira,32.8066,-16.88025,,291572538,supermercadovelosa.3771@amanhecer.pt,"https://www.google.com/maps?q=32.80660,-16.88025",
Minimercado Vila Verde de Ficalho,Defensores do Povo nº4,7630 - 622,Serpa,Beja,37.94629,-7.2999,,,mmercvilaverdeficalho.3770@amanhecer.pt,"https://www.google.com/maps?q=37.94629,-7.29990",
Mercearia Quarteira,"Avenida Doutor Carlos Mota Pinto nº0, Bloco 6 Loja 7",8125 - 105,Loulé,Faro,37.071408,-8.106331,,,merceariaquarteira.3769@amanhecer.pt,"https://www.google.com/maps?q=37.071408,-8.106331",
Minimercado Dias,Avenida Barreiras nº238,4750 - 732,Barcelos,Braga,41.540311,-8.593195,,,minimercadodias.3767@amanhecer.pt,"https://www.google.com/maps?q=41.540311,-8.593195",
Os bons Portugueses,Rua Adelino Amaro da Costa nº11 A,2725 - 207,Sintra,Lisboa,38.79701,-9.354702,,,mercosbonsportugueses.3765@amanhecer.pt,"https://www.google.com/maps?q=38.797010,-9.354702",
Minimercado São Miguel,Rua das Fontinhas nº18,7630 - 592,Odemira,Beja,37.433962,-8.75423,,,minimercadosaomiguel.3764@amanhecer.pt,"https://www.google.com/maps?q=37.433962,-8.754230",
MERCEARIA ALEGRIA,Largo Frederico de Freitas nº1 B,2790 - 077,Oeiras,Lisboa,38.728,-9.2347,,,merceariaalegria.3760@amanhecer.pt,"https://www.google.com/maps?q=38.7280,-9.2347",
Minimercado Geny,Rua Vasco da Gama Fernandes nº1 Loja 1,1750 - 376,Lisboa,Lisboa,38.7768,-9.1454,,,minimercadogeni.3759@amanhecer.pt,"https://www.google.com/maps?q=38.7768,-9.1454",
Minimercado Moinho,Estrada Regional 222 nº19,9370 - 315,Calheta (Madeira),Ilha da Madeira,32.76569,-17.20895,,291 872 181,minimercadomoinho.3757@amanhecer.pt,"https://www.google.com/maps?q=32.76569,-17.20895",
Minimercado Barreto's,Estrada Santo António da Serra nº420,9100 - 268,Santa Cruz,Ilha da Madeira,32.72658,-16.82717,,,minimercadobarretos.3756@amanhecer.pt,"https://www.google.com/maps?q=32.72658,-16.82717",
Supermercado Fresquinho VIII,Rua Comendador Ruy Gomes nº6,7170 - 047,Redondo,Évora,38.648642,-7.547486,,,supermercfresquinho8.3755@amanhecer.pt,"https://www.google.com/maps?q=38.648642,-7.547486",
Loja do Zé,Rua Nova nº3,7220 - 301,Portel,Évora,38.318686,-7.865218,,,lojadoze.3754@amanhecer.pt,"https://www.google.com/maps?q=38.318686,-7.865218",
Supermercado Fresquinho X,Aldeamento Pedras D'el Rei nº59 C,8800 - 531,Tavira,Faro,37.093894,-7.681801,,,supermercfresquinho10.3753@amanhecer.pt,"https://www.google.com/maps?q=37.093894,-7.681801",
VILA SUPER II,Aldeamento Pedras da Rainha nº11,8800 - 591,Tavira,Faro,37.139079,-7.602508,,,vilasuper2.3752@amanhecer.pt,"https://www.google.com/maps?q=37.139079,-7.602508",
Supermercado Fresquinho VI,Rua Frederico Lécor nº51 S,8000 - 346,Faro,Faro,37.023068,-7.935598,,,supermercfresquinho6.3750@amanhecer.pt,"https://www.google.com/maps?q=37.023068,-7.935598",
Minimercado Formigueiro II,Rua da  Cotovia nº34 A,2970 - 836,Sesimbra,Setúbal,38.475225,-9.099882,,,minimercformigueiro2.3749@amanhecer.pt,"https://www.google.com/maps?q=38.475225,-9.099882",
Loja do Campo,Rua da  Antiga Estrada Nacional Gâmbia nº41 B,2910 - 206,Setúbal,Setúbal,38.561173,-8.773526,,,lojadocampo.3746@amanhecer.pt,"https://www.google.com/maps?q=38.561173,-8.773526",
Minimercado Pêra Doce,"Rua Direita nº0, R/Ch",6200 - 591,Covilhã,Castelo Branco,40.257285,-7.387665,,,minimercadoperadoce.3744@amanhecer.pt,"https://www.google.com/maps?q=40.257285,-7.387665",
Supermercado e Talho O Bento,Rua da Igreja nº60,4880 - 038,Mondim de Basto,Vila Real,41.459395,-7.926133,,,supermercetalhoobento.3743@amanhecer.pt,"https://www.google.com/maps?q=41.459395,-7.926133",
Supermercado Sabores da Terra II,Circular Interior de Bragança nº83,5300 - 651,Bragança,Bragança,41.807937,-6.775758,,,smersaboresdaterra2.3742@amanhecer.pt,"https://www.google.com/maps?q=41.807937,-6.775758",
Supermercado Sabores da Terra I,Avenida Doutor Francisco Sá Carneiro nº332,5300 - 252,Bragança,Bragança,41.800077,-6.770838,,,smersaboresdaterra1.3741@amanhecer.pt,"https://www.google.com/maps?q=41.800077,-6.770838",
Minimercado Sardinheiro,Rua 5 de Outubro nº137,2125 - 401,Salvaterra de Magos,Santarém,39.1842,-8.5794,,,minimercsardinheiro.3739@amanhecer.pt,"https://www.google.com/maps?q=39.1842,-8.5794",
Supermercado Fresquinho VII,Avenida da Liberdade nº74,2965 - 575,Palmela,Setúbal,38.583905,-8.690724,,,supermercfresquinho7.3737@amanhecer.pt,"https://www.google.com/maps?q=38.583905,-8.690724",
Supermercado Super Central,"Caminho Velho Chamorra nº41, r/c",9020 - 128,Funchal,Ilha da Madeira,32.66604,-16.94955,,291 77 49 30,supermercsupercentral.3735@amanhecer.pt,"https://www.google.com/maps?q=32.66604,-16.94955",
Mercearia Central,Rua Doutor Silvino Sequeira nº80,2025 - 601,Santarém,Santarém,39.403568,-8.880589,,243405260,merccentral.3734@amanhecer.pt,"https://www.google.com/maps?q=39.403568,-8.880589",
Mercearia d`Aldeia,Rua Principal nº3,6000 - 707,Castelo Branco,Castelo Branco,39.841806,-7.637036,,,mercedaldeia.3733@amanhecer.pt,"https://www.google.com/maps?q=39.841806,-7.637036",
Triunfar,Estrada Divino Salvador nº1667,4990 - 800,Ponte de Lima,Viana do Castelo,41.730273,-8.651275,,zepedro.lima@live.co,triunfar.3729@amanhecer.pt,"https://www.google.com/maps?q=41.730273,-8.651275",
Mercearia da Vila ( S. Martinho do Porto),Rua Marechal Gomes da Costa nº2 C,2460 - 668,Alcobaça,Leiria,39.509235,-9.132697,,,merceadavilasmporto.3727@amanhecer.pt,"https://www.google.com/maps?q=39.509235,-9.132697",
Supermercado Legenda,Estrada do Desvio nº204,1750 - 079,Lisboa,Lisboa,38.7826,-9.1638,,,supermerclegenda.3726@amanhecer.pt,"https://www.google.com/maps?q=38.7826,-9.1638",
Bela Fonte Supermercados II,Dra Domitília Miranda de Carvalho nº8 nº8,3850 - 365,Albergaria-a-Velha,Aveiro,40.61875,-8.51015,,,belafontesupermerc2.3724@amanhecer.pt,"https://www.google.com/maps?q=40.61875,-8.51015",
Mercearia Paraíso das Iguarias,Rua Principal nº71 C,2645 - 361,Cascais,Lisboa,38.7286,-9.3838,,21 469 3530,paraisodasiguarias.3723@amanhecer.pt,"https://www.google.com/maps?q=38.7286,-9.3838",
Mercadinho do Bairro ( Carregado),"Praceta Pedro Álvares Cabral nº10, R/C esq",2580 - 494,Alenquer,Lisboa,39.0235,-8.9769,,,mercbairrocarregado.3722@amanhecer.pt,"https://www.google.com/maps?q=39.0235,-8.9769",
Minimercado Saco Cheio II,Avenida Fernando Pessoa nº29 A,7005 - 152,Évora,Évora,38.58961,-7.9047,,,minimercadosacocheio2.3721@amanhecer.pt,"https://www.google.com/maps?q=38.58961,-7.90470",
Supermercado Godinhos,Rua do Brasil nº442,3030 - 775,Coimbra,Coimbra,40.20052,-8.40625,,,supermercadogodinhos.3720@amanhecer.pt,"https://www.google.com/maps?q=40.20052,-8.40625",
Supermercado D' Ajuda,Rua Dona Elvira Gomes Barroso nº508,4755 - 230,Barcelos,Braga,41.505152,-8.66667,,253831864,supermercadodajuda.3719@amanhecer.pt,"https://www.google.com/maps?q=41.505152,-8.66667",
Mercearia A Minha Despensa VII,Rua Poço Barreto - Estrada N269 nº0,8300 - 042,Silves,Faro,37.164171,-8.389028,,,mercaminhadespensa7.3718@amanhecer.pt,"https://www.google.com/maps?q=37.164171,-8.389028",
Minimercado Frutti Tutti II,Casal Gaio nº7,3025 - 425,Coimbra,Coimbra,40.23702,-8.509,,,minimercfruttitutti2.3717@amanhecer.pt,"https://www.google.com/maps?q=40.23702,-8.50900",
Dona Fruta Sines,Rua António Aleixo nº3,7520 - 171,Sines,Setúbal,37.95647,-8.87241,,,donafrutasines.3716@amanhecer.pt,"https://www.google.com/maps?q=37.95647,-8.87241",
CASA DO CAFÉ DO POTE D'ÁGUA,Rua Dom João de Castro nº38 A/B,1300 - 193,Lisboa,Lisboa,38.70486,-9.19001,,213638936,casadocafedopotedagua.3715@amanhecer.pt,"https://www.google.com/maps?q=38.70486,-9.19001",
Frutaria do Bairro,"Rua 4 de Outubro nº46, Rch",7005 - 279,Évora,Évora,38.5934,-7.9024,,,frutariadobairro.3713@amanhecer.pt,"https://www.google.com/maps?q=38.5934,-7.9024",
Minimercado Bom Despacho,"Comandante Camacho de Freitas nº287, r/c",9350 - 075,Ribeira Brava,Ilha da Madeira,32.67197,-17.04226,,,minimercbomdespacho.3710@amanhecer.pt,"https://www.google.com/maps?q=32.67197,-17.04226",
Minimercado O Moinho,Rua Zeca Afonso nº2,7780 - 484,Castro Verde,Beja,37.616458,-7.954166,,,minimercadoomoinho.3709@amanhecer.pt,"https://www.google.com/maps?q=37.616458,-7.954166",
MINIMERCADO CONDE BARÃO,Largo do Conde-barão nº38,1200 - 118,Lisboa,Lisboa,38.708768,-9.152134,,,minimercadocondebarao.3708@amanhecer.pt,"https://www.google.com/maps?q=38.708768,-9.152134",
A Loja da Mónica,Urbanização Nova Conimbriga II nº0,3150 - 232,Condeixa-a-Nova,Coimbra,40.10863,-8.50775,,,alojadamonica.3707@amanhecer.pt,"https://www.google.com/maps?q=40.10863,-8.50775",
Supermercado Fresquinho V,Praça da República nº22,7250 - 116,Alandroal,Évora,38.70217,-7.40336,,,supermercfresquinho5.3705@amanhecer.pt,"https://www.google.com/maps?q=38.70217,-7.40336",
