id,name,address,postalCode,district,city,latitude,longitude,hours,googleMapsUrl,cadeia,phone,email,storeUrl,category,services
9575.0,Intermarché São Brás de Alportel,"Campina, Estrada Nacional 270, Edifício Intermarché",8150-022,Faro,São Brás de Alportel,37.15762,-7.88749,,"https://www.google.com/maps/dir/?api=1&destination=37.157620000000001,-7.8874899999999997",VOLTA,,,,,
10060.0,Intermarché São Domingo De Rana,QUINTA TORRE D'AGUILHA,2785-599,Lisboa,Cascais,38.70288,-9.34226,,"https://www.google.com/maps/dir/?api=1&destination=38.70288,-9.3422599999999996",VOLTA,,,,,
10048.0,Intermarché São Domingos de Rana,Rua das broas nº40,4510-019,Porto,Gondomar,41.11753,-8.51031,,"https://www.google.com/maps/dir/?api=1&destination=41.117530000000002,-8.5103100000000005",VOLTA,,,,,
9295.0,Intermarché São João da Pesqueira,Avenida D. João do Nascimento Costa,5130-369,Viseu,São João da Pesqueira,41.14858,-7.41082,,"https://www.google.com/maps/dir/?api=1&destination=41.148580000000003,-7.4108200000000002",VOLTA,,,,,
9336.0,Intermarché São Martinho do Porto,Lugar de Relvinhas . Edifico Intermarché,2460-667,Leiria,Alcobaça,39.514719,-9.126184,,"https://www.google.com/maps/dir/?api=1&destination=39.514718999999999,-9.1261840000000003",VOLTA,,,,,
9612.0,Intermarché São Pedro do Sul,Quinta de santa Cruz,3660-682,Viseu,São Pedro do Sul,40.753369,-8.070188,,"https://www.google.com/maps/dir/?api=1&destination=40.753368999999999,-8.0701879999999999",VOLTA,,,,,
10354.0,Intermarché São Romão &#8211; Seia,"BAIRRO VILA ALZIRA, EDIFICIO INTERMARCHÉ",6270-262,Guarda,Seia,40.40157,-7.71312,,"https://www.google.com/maps/dir/?api=1&destination=40.40157,-7.71312",VOLTA,,,,,
9340.0,Intermarché São Teotónio,"LOTEAMENTO DA BEMPOSTA, LOTE 6",7630-614,Beja,Odemira,37.51211,-8.71123,,"https://www.google.com/maps/dir/?api=1&destination=37.51211,-8.7112300000000005",VOLTA,,,,,
9598.0,Intermarché Taveiro,MONDEGO RETAIL PARK INTERMARCHE ESTRADA DE CONDEIXA,3045-504,Coimbra,Coimbra,40.20235,-8.50259,,"https://www.google.com/maps/dir/?api=1&destination=40.202350000000003,-8.5025899999999996",VOLTA,,,,,
9602.0,Intermarché Termas de São Vicente,AVENIDA SÃO MIGUEL,4575-302,Porto,Penafiel,41.12306,-8.29475,,"https://www.google.com/maps/dir/?api=1&destination=41.123060000000002,-8.2947500000000005",VOLTA,,,,,
10698.0,Intermarché Terras de Bouro,"rua dr.Francisco Xavier Araujo,n136",4840-100,Braga,Terras de Bouro,41.71833,-8.3097,,"https://www.google.com/maps/dir/?api=1&destination=41.718330000000002,-8.3096999999999994",VOLTA,,,,,
9545.0,Intermarché Terrugem,"Rua Alto dos Moinhos, junto à escola",2705-844,Lisboa,Sintra,38.85307,-9.38434,,"https://www.google.com/maps/dir/?api=1&destination=38.853070000000002,-9.3843399999999999",VOLTA,,,,,
9573.0,Intermarché Tomar,Quinta das Gorduchas,2300-394,Santarém,Tomar,39.610615,-8.396773,,"https://www.google.com/maps/dir/?api=1&destination=39.610615000000003,-8.3967729999999996",VOLTA,,,,,
9353.0,Intermarché Torre de Moncorvo,Rua Tomé Rodrigues Sobral nº19,5160-310,Bragança,Torre de Moncorvo,41.18041,-7.04136,,"https://www.google.com/maps/dir/?api=1&destination=41.180410000000002,-7.0413600000000001",VOLTA,,,,,
9568.0,Intermarché Torres Novas,"Rua Cancela do Leão, nº 8",2350-650,Santarém,Torres Novas,39.47186,-8.53154,,"https://www.google.com/maps/dir/?api=1&destination=39.47186,-8.5315399999999997",VOLTA,,,,,
9627.0,Intermarché Torres Vedras,"Rua Leonel Trindade, 14",2560-612,Lisboa,Torres Vedras,39.101987,-9.258401,,"https://www.google.com/maps/dir/?api=1&destination=39.101987000000001,-9.2584009999999992",VOLTA,,,,,
9565.0,Intermarché Tramagal,EN 118 Edificio Intermarché,2205-647,Santarém,Abrantes,39.4509,-8.24253,,"https://www.google.com/maps/dir/?api=1&destination=39.450899999999997,-8.2425300000000004",VOLTA,,,,,
9288.0,Intermarché Trancoso,"Lugar de S. Domingos, S. Pedro",6420-008,Guarda,Trancoso,40.77118,-7.35122,,"https://www.google.com/maps/dir/?api=1&destination=40.771180000000001,-7.3512199999999996",VOLTA,,,,,
9304.0,Intermarché Trofa,Lugar das Pateiras - santiago do Bougado - Supermercado,4785-633,Porto,Trofa,41.3175,-8.57698,,"https://www.google.com/maps/dir/?api=1&destination=41.317500000000003,-8.5769800000000007",VOLTA,,,,,
10700.0,Intermarché Tábua,Rua cova do Barro,3420-427,Coimbra,Tábua,40.36052,-8.0304,,"https://www.google.com/maps/dir/?api=1&destination=40.360520000000001,-8.0304000000000002",VOLTA,,,,,
9289.0,Intermarché Urgezes (Guimarães),"Rua do Pinheiro Manso, 443",4810-107,Braga,Guimarães,41.424741,-8.300085,,"https://www.google.com/maps/dir/?api=1&destination=41.424740999999997,-8.3000849999999993",VOLTA,,,,,
9275.0,Intermarché V. Pouca Aguiar,AVª ABILIO RIBEIRO,5450-036,Vila Real,Vila Pouca de Aguiar,41.492699,-7.645798,,"https://www.google.com/maps/dir/?api=1&destination=41.492699000000002,-7.6457980000000001",VOLTA,,,,,
10693.0,Intermarché Valença,Costa da Ervilha,4930-632,Viana do Castelo,Valença,42.02463,-8.64728,,"https://www.google.com/maps/dir/?api=1&destination=42.024630000000002,-8.6472800000000003",VOLTA,,,,,
9620.0,Intermarché Vialonga,Rua 20 de Maio de 1449 Nº2 Urb Gentil,2625-253,Lisboa,Vila Franca de Xira,38.876367,-9.069954,,"https://www.google.com/maps/dir/?api=1&destination=38.876367000000002,-9.0699539999999992",VOLTA,,,,,
9284.0,Intermarché Viana Castelo,Lugar da Conchada  - Edifício Intermarché,4935-443,Viana do Castelo,Viana do Castelo,41.680693,-8.767101,,"https://www.google.com/maps/dir/?api=1&destination=41.680692999999998,-8.7671010000000003",VOLTA,,,,,
9313.0,Intermarché Viana do Alentejo,ZONA INDUSTRIAL,7090-222,Évora,Viana do Alentejo,38.32288,-7.95355,,"https://www.google.com/maps/dir/?api=1&destination=38.322879999999998,-7.9535499999999999",VOLTA,,,,,
9343.0,Intermarché Viana do Castelo (Areosa),BOUÇA DO EMPAIO. AV. ALÉM RIO,4900-580,Viana do Castelo,Viana do Castelo,41.72672,-8.86039,,"https://www.google.com/maps/dir/?api=1&destination=41.72672,-8.8603900000000007",VOLTA,,,,,
9616.0,Intermarché Viatodos,Rua Santa Maria de Viatodos - Edifício Intermarché,4775-250,Braga,Barcelos,41.45381,-8.56299,,"https://www.google.com/maps/dir/?api=1&destination=41.453809999999997,-8.5629899999999992",VOLTA,,,,,
10028.0,Intermarché Vila Flor,"Lugar Caseirões, s/nº, Intermarché",5360-305,Bragança,Vila Flor,41.31033125260534,-7.162548563553294,,"https://www.google.com/maps/dir/?api=1&destination=41.31033125260534,-7.162548563553294",VOLTA,,,,,
9629.0,Intermarché Vila Nova da Barquinha,"RUA CAPITAO SALGUEIRO MAIA 72, Edf Intermarche",2260-418,Santarém,Vila Nova da Barquinha,39.46166,-8.452671,,"https://www.google.com/maps/dir/?api=1&destination=39.461660000000002,-8.4526710000000005",VOLTA,,,,,
10039.0,Intermarché Vila Nova de Famalicão,Rua do Joinal nr.21,7300-526,Portalegre,Portalegre,39.27607,-7.43444,,"https://www.google.com/maps/dir/?api=1&destination=39.276069999999997,-7.4344400000000004",VOLTA,,,,,
9352.0,Intermarché Vila Nova de Foz Côa,FONTAINHAS ZONA INDUSTRAIL LOTE 54,5150-614,Guarda,Vila Nova de Foz Côa,41.071457,-7.140641,,"https://www.google.com/maps/dir/?api=1&destination=41.071457000000002,-7.1406409999999996",VOLTA,,,,,
9541.0,Intermarché Vila Nova de Santo André,"Bairro da Petrogal, Lote A1, Ed Intermarché",7500-120,Setúbal,Santiago do Cacém,38.06661,-8.77958,,"https://www.google.com/maps/dir/?api=1&destination=38.066609999999997,-8.7795799999999993",VOLTA,,,,,
9527.0,Intermarché Vila Real,Quinta do Lameirão,5000-046,Vila Real,Vila Real,41.3114,-7.72334,,"https://www.google.com/maps/dir/?api=1&destination=41.311399999999999,-7.7233400000000003",VOLTA,,,,,
9534.0,Intermarché Vila Real de Santo António,Largo da Estação,8900-216,Faro,Vila Real de Santo António,37.1932,-7.4139,,"https://www.google.com/maps/dir/?api=1&destination=37.193199999999997,-7.4138999999999999",VOLTA,,,,,
9555.0,Intermarché Vila Verde,AVENIDA DO SOUTO N 104,4730-180,Braga,Vila Verde,41.65782,-8.430424,,"https://www.google.com/maps/dir/?api=1&destination=41.657820000000001,-8.4304240000000004",VOLTA,,,,,
9617.0,Intermarché Vila Viçosa,MADRE DE AGUA  - MARCO DE BORBA,7160-204,Évora,Vila Viçosa,38.78621,-7.42737,,"https://www.google.com/maps/dir/?api=1&destination=38.786209999999997,-7.4273699999999998",VOLTA,,,,,
9589.0,Intermarché Vila das Aves,Rua Narciso José Machado Guimarães nº637,4795-089,Porto,Santo Tirso,41.365053,-8.401322,,"https://www.google.com/maps/dir/?api=1&destination=41.365053000000003,-8.4013220000000004",VOLTA,,,,,
10036.0,Intermarché Vila do Prado,"Rua da Cancinhola, 74",4990-348,Viana do Castelo,Ponte de Lima,41.75469,-8.58924,,"https://www.google.com/maps/dir/?api=1&destination=41.754689999999997,-8.5892400000000002",VOLTA,,,,,
10041.0,Intermarché Vilar Formoso,Lugar do Peral - Edifício Intermarché,2380-180,Santarém,Alcanena,39.462812,-8.657291,,"https://www.google.com/maps/dir/?api=1&destination=39.462812,-8.6572910000000007",VOLTA,,,,,
10053.0,Intermarché Vilar Formoso,AVENIDA SANTA MARIA,6355-289,Guarda,Almeida,40.618179,-6.844021,,"https://www.google.com/maps/dir/?api=1&destination=40.618178999999998,-6.8440209999999997",VOLTA,,,,,
9296.0,Intermarché Viseu (Póvoa de Sobrinhos),"RUA DA RIBEIRA, POVOA DE SOBRINHOS",3505-488,Viseu,Viseu,40.64643,-7.87093,,"https://www.google.com/maps/dir/?api=1&destination=40.646430000000002,-7.8709300000000004",VOLTA,,,,,
9594.0,Intermarché Vizela,RUELA DA RIBEIRA SOUTO DOS MILAGRES nº74 4620-567 VIZELA,4620-567,Braga,Vizela,41.363878,-8.302467,,"https://www.google.com/maps/dir/?api=1&destination=41.363878,-8.302467",VOLTA,,,,,
10351.0,Intermarché da Batalha,largo 14 de agosto 1385,2440-105,Leiria,Batalha,39.65809,-8.8232,,"https://www.google.com/maps/dir/?api=1&destination=39.658090000000001,-8.8231999999999999",VOLTA,,,,,
10347.0,Intermarché de Aljezur,IGREJA NOVA- ESTRADA NACIONAL 120,8670-161,Faro,Aljezur,37.39547,-8.78394,,"https://www.google.com/maps/dir/?api=1&destination=37.395470000000003,-8.7839399999999994",VOLTA,,,,,
9283.0,Intermarché de Lavos,RUA DAS FLORES,3090-452,Coimbra,Figueira da Foz,40.084499,-8.82509,,"https://www.google.com/maps/dir/?api=1&destination=40.084499000000001,-8.8250899999999994",VOLTA,,,,,
9522.0,Intermarché Águeda,"RUA DO ALTEIRALTO,81",3750-855,Aveiro,Águeda,40.55561,-8.44233,,"https://www.google.com/maps/dir/?api=1&destination=40.555610000000001,-8.4423300000000001",VOLTA,,,,,
9279.0,Intermarché Âncora,POçO DO LINHO,4910-011,Viana do Castelo,Caminha,41.801623,-8.858124,,"https://www.google.com/maps/dir/?api=1&destination=41.801622999999999,-8.8581240000000001",VOLTA,,,,,
9301.0,Intermarché Évora (Bairro Frei Aleixo),BAIRRO FREI ALEIXO E N 18,7005-863,Évora,Évora,38.583705,-7.898934,,"https://www.google.com/maps/dir/?api=1&destination=38.583705000000002,-7.8989339999999997",VOLTA,,,,,
9303.0,Intermarché Évora (Quinta de Alcântara),"QUINTA DE ALCANTARA,HORTAS FIGUEIRAS",7005-345,Évora,Évora,38.552948,-7.912779,,"https://www.google.com/maps/dir/?api=1&destination=38.552948000000001,-7.9127789999999996",VOLTA,,,,,
9571.0,Intermarché Ílhavo,Quinta da Vista Alegre,3800-123,Aveiro,Aveiro,40.64566,-8.64374,,"https://www.google.com/maps/dir/?api=1&destination=40.645659999999999,-8.6437399999999993",VOLTA,,,,,
9592.0,Intermarché Óbidos,Casal do Pedrogão,2510-739,Leiria,Óbidos,39.38941,-9.129767,,"https://www.google.com/maps/dir/?api=1&destination=39.389409999999998,-9.1297669999999993",VOLTA,,,,,
10338.0,Interpenalva,LUGAR DO CALVARIO,3550-167,Viseu,Penalva do Castelo,40.66216,-7.71589,,"https://www.google.com/maps/dir/?api=1&destination=40.66216,-7.7158899999999999",VOLTA,,,,,
10021.0,Jaa Market Guarda,Rua Duque de Bragança 2ª cave R/C,6300-703,Guarda,Guarda,40.535101,-7.263417,,"https://www.google.com/maps/dir/?api=1&destination=40.535100999999997,-7.2634169999999996",VOLTA,,,,,
10759.0,Jaa Market Vila Franca,"Rua Teofilo de Braga, n. 45.",9680-438,Ilha de São Miguel,Vila Franca do Campo,37.716302,-25.434123,,"https://www.google.com/maps/dir/?api=1&destination=37.716301999999999,-25.434123",VOLTA,,,,,
10020.0,Jaa Market Vila Franca,RUA DO COMERCIO Nº16,6420-708,Guarda,Trancoso,40.725812,-7.257923,,"https://www.google.com/maps/dir/?api=1&destination=40.725811999999998,-7.2579229999999999",VOLTA,,,,,
10241.0,Lactosantos,ESTRADA DE VILA AMELIA,2950-504,Setúbal,Palmela,38.576387,-9.020569,,"https://www.google.com/maps/dir/?api=1&destination=38.576386999999997,-9.0205690000000001",VOLTA,,,,,
10401.0,Lidl Abrantes,"Av. D. João - Vale Rãs,",2200-233,Santarém,Abrantes,39.468642,-8.20384,,"https://www.google.com/maps/dir/?api=1&destination=39.468642000000003,-8.2038399999999996",VOLTA,,,,,
10485.0,Lidl Albergaria-a-Velha,Estrada Nacional 1,3850-230,Aveiro,Albergaria-a-Velha,40.713464,-8.482316,,"https://www.google.com/maps/dir/?api=1&destination=40.713464000000002,-8.4823160000000009",VOLTA,,,,,
10494.0,Lidl Albufeira,"Rua Baden Powell,",8200-131,Faro,Albufeira,37.096403,-8.249019,,"https://www.google.com/maps/dir/?api=1&destination=37.096403000000002,-8.2490190000000005",VOLTA,,,,,
10466.0,Lidl Alcains,Estrada de São Domingos,6005-010,Castelo Branco,Castelo Branco,39.915767,-7.467566,,"https://www.google.com/maps/dir/?api=1&destination=39.915767000000002,-7.4675659999999997",VOLTA,,,,,
10591.0,Lidl Alcanena,Avenida Ilha do Sal,2380-510,Santarém,Alcanena,39.4631,-8.661866,,"https://www.google.com/maps/dir/?api=1&destination=39.463099999999997,-8.6618659999999998",VOLTA,,,,,
10408.0,Lidl Alcobaça,"Estrada de Leiria,",2460-059,Leiria,Alcobaça,39.550334,-8.973053,,"https://www.google.com/maps/dir/?api=1&destination=39.550333999999999,-8.9730530000000002",VOLTA,,,,,
10476.0,Lidl Alcobaça &#8211; Benedita,"Estrada Nacional ,8/6",2475-022,Leiria,Alcobaça,39.436116,-8.978935,,"https://www.google.com/maps/dir/?api=1&destination=39.436115999999998,-8.9789349999999999",VOLTA,,,,,
10431.0,Lidl Alcochete,"Lagoa do Laparo,",2890-112,Setúbal,Alcochete,38.748773,-8.949844,,"https://www.google.com/maps/dir/?api=1&destination=38.748773,-8.9498440000000006",VOLTA,,,,,
10538.0,Lidl Alcácer do Sal,"Av. José Saramago,",7580-206,Setúbal,Alcácer do Sal,38.39593,-8.514199,,"https://www.google.com/maps/dir/?api=1&destination=38.39593,-8.5141989999999996",VOLTA,,,,,
10453.0,Lidl Alenquer &#8211; Santo Estêvão,"Variante Álvaro Pedro,2",2580-351,Lisboa,Alenquer,39.039589,-8.987744,,"https://www.google.com/maps/dir/?api=1&destination=39.039588999999999,-8.9877439999999993",VOLTA,,,,,
10659.0,Lidl Alfena,"Rua 1º de Maio,1443 e 1461",4445-245,Porto,Valongo,41.240239,-8.528556,,"https://www.google.com/maps/dir/?api=1&destination=41.240239000000003,-8.528556",VOLTA,,,,,
10502.0,Lidl Almada &#8211; Feijó,"Rua dos Castanheiros,30, 30A",2810-035,Setúbal,Almada,38.654496,-9.158,,"https://www.google.com/maps/dir/?api=1&destination=38.654496000000002,-9.1579999999999995",VOLTA,,,,,
10587.0,Lidl Almada &#8211; Pragal,"Rua de Abel Salazar,11",2805-312,Setúbal,Almada,38.670664,-9.170827,,"https://www.google.com/maps/dir/?api=1&destination=38.670664000000002,-9.1708269999999992",VOLTA,,,,,
10430.0,Lidl Almada &#8211; Sobreda,"Rua Quinta do Salgado,14",2815-756,Setúbal,Almada,38.646618,-9.180255,,"https://www.google.com/maps/dir/?api=1&destination=38.646617999999997,-9.1802550000000007",VOLTA,,,,,
10667.0,Lidl Almancil,Vale das Eguas,8135-016,Faro,Loulé,37.087701,-8.02993,,"https://www.google.com/maps/dir/?api=1&destination=37.087701000000003,-8.0299300000000002",VOLTA,,,,,
10636.0,Lidl Almeirim,"Rua do Matadouro Municipal,123",2080-107,Santarém,Almeirim,39.19442,-8.61957,,"https://www.google.com/maps/dir/?api=1&destination=39.194420000000001,-8.6195699999999995",VOLTA,,,,,
10676.0,Lidl Alverca Norte,"E.N. 10,",2615-067,Lisboa,Vila Franca de Xira,38.88879,-9.04474,,"https://www.google.com/maps/dir/?api=1&destination=38.88879,-9.0447399999999991",VOLTA,,,,,
10413.0,Lidl Alverca do Ribatejo,"Rua de Santa Maria,2-2A",2615-129,Lisboa,Vila Franca de Xira,38.894999,-9.040819,,"https://www.google.com/maps/dir/?api=1&destination=38.894998999999999,-9.0408190000000008",VOLTA,,,,,
10612.0,Lidl Amadora &#8211; Alfragide,"Estrada da Ponte Lt.,4",2610-141,Lisboa,Amadora,38.740631,-9.22507,,"https://www.google.com/maps/dir/?api=1&destination=38.740631,-9.2250700000000005",VOLTA,,,,,
10404.0,Lidl Amadora &#8211; Rua de Angola,"Rua de Angola,13",2700-058,Lisboa,Amadora,38.759061,-9.244378,,"https://www.google.com/maps/dir/?api=1&destination=38.759061000000003,-9.2443779999999993",VOLTA,,,,,
10427.0,Lidl Amadora &#8211; Venda Nova,"Rua João de Deus,5",2700-486,Lisboa,Amadora,38.754848,-9.218717,,"https://www.google.com/maps/dir/?api=1&destination=38.754848000000003,-9.2187169999999998",VOLTA,,,,,
10532.0,Lidl Amarante &#8211; S. Gonçalo,"Rua Manuel António da Mota,392",4600-282,Porto,Amarante,41.274057,-8.089424,,"https://www.google.com/maps/dir/?api=1&destination=41.274056999999999,-8.0894239999999993",VOLTA,,,,,
10663.0,Lidl Anadia,"Rua das Flores, Canha",3780-320,Aveiro,Anadia,40.466715,-8.462298,,"https://www.google.com/maps/dir/?api=1&destination=40.466715000000001,-8.4622980000000005",VOLTA,,,,,
10437.0,Lidl Arcos de Valdevez,Lugar do Souto - EN 101 - Paçô,4970-243,Viana do Castelo,Arcos de Valdevez,41.394334,-8.387154,,"https://www.google.com/maps/dir/?api=1&destination=41.394334000000001,-8.3871540000000007",VOLTA,,,,,
10462.0,Lidl Arganil,"Rua Mariano Lopes Morgado,360",3300-060,Coimbra,Arganil,40.223103,-8.056416,,"https://www.google.com/maps/dir/?api=1&destination=40.223103000000002,-8.0564160000000005",VOLTA,,,,,
10397.0,Lidl Armação de Pêra,"Av. General Humberto Delgado,",2725-093,Lisboa,Sintra,38.79949,-9.32494,,"https://www.google.com/maps/dir/?api=1&destination=38.799489999999999,-9.3249399999999998",VOLTA,,,,,
10547.0,Lidl Arruda dos Vinhos,"E.N. 248 - C. Vale Quente, Km 18,5,",2630-111,Lisboa,Arruda dos Vinhos,38.982929,-9.07764,,"https://www.google.com/maps/dir/?api=1&destination=38.982928999999999,-9.0776400000000006",VOLTA,,,,,
10640.0,Lidl Aveiro &#8211; Esgueira,"Avenida Europa,458",3800-034,Aveiro,Aveiro,40.663478,-8.612441,,"https://www.google.com/maps/dir/?api=1&destination=40.663477999999998,-8.6124410000000005",VOLTA,,,,,
10463.0,Lidl Aveiro &#8211; Verdemilho,Avenida da Europa nº817,3810-140,Aveiro,Aveiro,40.621723,-8.652186,,"https://www.google.com/maps/dir/?api=1&destination=40.621723000000003,-8.6521860000000004",VOLTA,,,,,
10517.0,Lidl Barcelos,"Rua da Farmácia - Lugar de Pena - Gamil,",4755-225,Braga,Barcelos,41.522168,-8.592442,,"https://www.google.com/maps/dir/?api=1&destination=41.522168000000001,-8.5924420000000001",VOLTA,,,,,
10609.0,Lidl Barcelos &#8211; Rua Filipa Borges,"Rua Filipa Borges,",4750-822,Braga,Barcelos,41.530493,-8.630023,,"https://www.google.com/maps/dir/?api=1&destination=41.530493,-8.6300229999999996",VOLTA,,,,,
10445.0,Lidl Barreiro &#8211; Quinta das Canas,"Av. Escola dos Fuzileiros Navais,",2830-239,Setúbal,Barreiro,38.641554,-9.057953,,"https://www.google.com/maps/dir/?api=1&destination=38.641553999999999,-9.0579529999999995",VOLTA,,,,,
10644.0,Lidl Barreiro &#8211; Rua Miguel Bombarda,"Rua Miguel Bombarda,88",2830-570,Setúbal,Barreiro,38.657588,-9.071784,,"https://www.google.com/maps/dir/?api=1&destination=38.657587999999997,-9.0717839999999992",VOLTA,,,,,
10607.0,Lidl Barreiro &#8211; Rua da Indústria,"Rua da Indústria,19",2835-418,Setúbal,Barreiro,38.668408,-9.056125,,"https://www.google.com/maps/dir/?api=1&destination=38.668407999999999,-9.0561249999999998",VOLTA,,,,,
10575.0,Lidl Beja,"IP2 Km 345,",7800-346,Beja,Beja,38.032467,-7.873037,,"https://www.google.com/maps/dir/?api=1&destination=38.032466999999997,-7.8730370000000001",VOLTA,,,,,
10627.0,Lidl Boliqueime,"Av. Professor Doutor Aníbal Cavaco Silva,",8100-070,Faro,Loulé,37.131221,-8.152005,,"https://www.google.com/maps/dir/?api=1&destination=37.131220999999996,-8.1520050000000008",VOLTA,,,,,
10545.0,Lidl Bombarral,"Rua Mouzinho de Albuquerque,km 55.1",2540-127,Leiria,Bombarral,39.255722,-9.173927,,"https://www.google.com/maps/dir/?api=1&destination=39.255721999999999,-9.1739270000000008",VOLTA,,,,,
10513.0,Lidl Braga &#8211; Av. Imaculada Conceição,"Avenida da Imaculada Conceição,523",4700-034,Braga,Braga,41.543985,-8.426518,,"https://www.google.com/maps/dir/?api=1&destination=41.543984999999999,-8.4265179999999997",VOLTA,,,,,
10506.0,Lidl Braga &#8211; Av. R. Smith,"Av. Robert Smith,2",4715-249,Braga,Braga,41.54233,-8.400499,,"https://www.google.com/maps/dir/?api=1&destination=41.54233,-8.4004989999999999",VOLTA,,,,,
10628.0,Lidl Braga &#8211; Infias,"Rua Américo Rodrigues Barbosa,29",4710-008,Braga,Braga,41.560311,-8.417322,,"https://www.google.com/maps/dir/?api=1&destination=41.560310999999999,-8.4173220000000004",VOLTA,,,,,
10561.0,Lidl Bragança,"R. Dr. Alexandre Faria, B. Estação,",5300-128,Bragança,Bragança,41.810698,-6.762857,,"https://www.google.com/maps/dir/?api=1&destination=41.810698000000002,-6.7628570000000003",VOLTA,,,,,
10630.0,Lidl Caldas da Rainha,"Rua São João de Deus,8",2500-885,Leiria,Caldas da Rainha,39.398493,-9.13779,,"https://www.google.com/maps/dir/?api=1&destination=39.398493000000002,-9.1377900000000007",VOLTA,,,,,
10487.0,Lidl Caldas da Rainha,"R.Dr.Bernardino A.C.Pargana,UA 107",2500-241,Leiria,Caldas da Rainha,39.406187,-9.13482,,"https://www.google.com/maps/dir/?api=1&destination=39.406187000000003,-9.1348199999999995",VOLTA,,,,,
10604.0,Lidl Cantanhede,"Av. Prof. Anibal de Oliveira,",3060-851,Coimbra,Cantanhede,40.350203,-8.58089,,"https://www.google.com/maps/dir/?api=1&destination=40.350203,-8.5808900000000001",VOLTA,,,,,
10393.0,Lidl Cartaxo,"Rua do Progresso,2",2070-085,Santarém,Cartaxo,39.16682,-8.78755,,"https://www.google.com/maps/dir/?api=1&destination=39.166820000000001,-8.7875499999999995",VOLTA,,,,,
10611.0,Lidl Cascais &#8211; Abóboda,"Rua Luís Amaro Bexiga,30",2785-035,Lisboa,Cascais,38.72841,-9.33541,,"https://www.google.com/maps/dir/?api=1&destination=38.728409999999997,-9.3354099999999995",VOLTA,,,,,
10417.0,Lidl Cascais &#8211; Alcoitão,"Avenida da República,2562",2645-565,Lisboa,Cascais,38.735201,-9.395593,,"https://www.google.com/maps/dir/?api=1&destination=38.735201000000004,-9.3955929999999999",VOLTA,,,,,
10619.0,Lidl Cascais &#8211; Fontaínhas,"Rua S. José,102",2750-134,Lisboa,Cascais,38.708822,-9.421794,,"https://www.google.com/maps/dir/?api=1&destination=38.708821999999998,-9.4217940000000002",VOLTA,,,,,
10625.0,Lidl Cascais &#8211; Rebelva,"Rua João Villaret,74",2785-404,Lisboa,Cascais,38.695791,-9.344434,,"https://www.google.com/maps/dir/?api=1&destination=38.695791,-9.3444339999999997",VOLTA,,,,,
10498.0,Lidl Cascais &#8211; Sassoeiros,"R. Luís Camões,268",2775-376,Lisboa,Cascais,38.701611,-9.326262,,"https://www.google.com/maps/dir/?api=1&destination=38.701611,-9.3262619999999998",VOLTA,,,,,
10616.0,Lidl Cascais &#8211; Tires,"Rua Almeida Garrett,441, 441 A",2785-338,Lisboa,Cascais,38.714522,-9.344645,,"https://www.google.com/maps/dir/?api=1&destination=38.714522000000002,-9.3446449999999999",VOLTA,,,,,
10428.0,Lidl Cascais &#8211; Torre,"Rua da Torre, nº ,831",2750-269,Lisboa,Cascais,38.703314,-9.443006,,"https://www.google.com/maps/dir/?api=1&destination=38.703313999999999,-9.4430060000000005",VOLTA,,,,,
10403.0,Lidl Castelo Branco,"Rua Camilo Castelo Branco,18",6000-157,Castelo Branco,Castelo Branco,39.821176,-7.486383,,"https://www.google.com/maps/dir/?api=1&destination=39.821176000000001,-7.486383",VOLTA,,,,,
10594.0,Lidl Castelo Branco &#8211; Montalvão,"Av. Prof. Dr. Egas Moniz,",6000-901,Castelo Branco,Castelo Branco,39.812443,-7.512844,,"https://www.google.com/maps/dir/?api=1&destination=39.812443000000002,-7.5128440000000003",VOLTA,,,,,
10518.0,Lidl Castelo de Paiva,"Rua Strecht de Vasconcelos,300",4550-150,Aveiro,Castelo de Paiva,41.040326,-8.269681,,"https://www.google.com/maps/dir/?api=1&destination=41.040326,-8.2696810000000003",VOLTA,,,,,
10669.0,Lidl Castro Verde,Rua Nova da Feira,7780-201,Beja,Castro Verde,37.694403,-8.090159,,"https://www.google.com/maps/dir/?api=1&destination=37.694403000000001,-8.0901589999999999",VOLTA,,,,,
10648.0,Lidl Charneca da Caparica,Vale Rosal - Estrada de Palhais,2830-236,Setúbal,Barreiro,38.611308,-9.047494,,"https://www.google.com/maps/dir/?api=1&destination=38.611308000000001,-9.0474940000000004",VOLTA,,,,,
10573.0,Lidl Chaves,"Av. da Trindade,",5400-554,Vila Real,Chaves,41.757574,-7.470861,,"https://www.google.com/maps/dir/?api=1&destination=41.757573999999998,-7.4708610000000002",VOLTA,,,,,
10563.0,Lidl Coimbra &#8211; Eiras,Rua Dr. Manuel Almeida e Sousa,3020-258,Coimbra,Coimbra,40.224935,-8.439495,,"https://www.google.com/maps/dir/?api=1&destination=40.224935000000002,-8.4394950000000009",VOLTA,,,,,
10492.0,Lidl Coimbra &#8211; Santa Clara,"Rua do Lagar, Lote ,1",3040-005,Coimbra,Coimbra,40.198838,-8.439368,,"https://www.google.com/maps/dir/?api=1&destination=40.198838000000002,-8.439368",VOLTA,,,,,
10392.0,Lidl Condeixa-a-Nova,"Urbanização Faia Nova, Lote B,2",3150-280,Coimbra,Condeixa-a-Nova,40.11295,-8.51641,,"https://www.google.com/maps/dir/?api=1&destination=40.112949999999998,-8.5164100000000005",VOLTA,,,,,
